ProvinceCode,Province,DistrictCode,District,ChiefdomCode,Chiefdom,SectionCode,Section,LocalityCode,Locality,chf,loc,CHIEFDOM_SECTION,geonm_placename,geonm_nm,geonm_altnm,geonm_long,geonm_lat,geonm_dist,osm_placename,osm_nm,osm_long,osm_lat,osm_dist
3.0,South ,1.0,BO,1.0,BADJIA,1.0,KPALLAY,1.0,NJANDAMA,BADJIA,NJANDAMA,BADJIA_KPALLAY,NJANDAMA,Gondama,Gondama,-11.39445,8.11477,3,NJANDAMA,Gondama,-11.3825946,8.1168136,3
3.0,South ,1.0,BO,2.0,BAGBO,1.0,BUM,1.0,BUM,BAGBO,BUM,BAGBO_BUM,BUM,Jimi,Jimi,-11.81675,7.60422,3,BUM,Fula,-11.9660351,7.5406694,3
3.0,South ,1.0,BO,2.0,BAGBO,4.0,GORAPON,1.0,KASSIE,BAGBO,KASSIE,BAGBO_GORAPON,KASSIE,Kasse,Kasse,-11.91972,7.53816,1,KASSIE,Kassi,-11.9196816,7.5380929,1
3.0,South ,1.0,BO,2.0,BAGBO,2.0,KPANGBALIA,1.0,KPANGBALIA,BAGBO,KPANGBALIA,BAGBO_KPANGBALIA,KPANGBALIA,Kpangbalia,"Bangbalia,Kpangbalia",-11.90163,7.57378,0,KPANGBALIA,Bangbalia,-11.9014612,7.5744672,2
3.0,South ,1.0,BO,2.0,BAGBO,3.0,MANO,1.0,MANO,BAGBO,MANO,BAGBO_MANO,MANO,Mano,Mano,-11.86861,7.55556,0,MANO,Mano,-11.8695123,7.5564123,0
3.0,South ,1.0,BO,2.0,BAGBO,5.0,NIAGOREHUN,1.0,NIAGOREHUN,BAGBO,NIAGOREHUN,BAGBO_NIAGOREHUN,NIAGOREHUN,Nyandehun,Nyandehun,-11.90388,7.60216,4,NIAGOREHUN,Senehun,-11.8685167,7.6118213,6
3.0,South ,1.0,BO,2.0,BAGBO,6.0,TISSANA,1.0,MOMAJO,BAGBO,MOMAJO,BAGBO_TISSANA,MOMAJO,Momajo,Momajo,-11.94,7.57806,0,MOMAJO,Momajo,-11.9293793,7.535,0
3.0,South ,1.0,BO,3.0,BAGBWE(BAGBE),1.0,JONGO,1.0,KONDIAMA,BAGBWE(BAGBE),KONDIAMA,BAGBWE(BAGBE)_JONGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0,South ,1.0,BO,3.0,BAGBWE(BAGBE),2.0,KEMOH,1.0,BENDUMA,BAGBWE(BAGBE),BENDUMA,BAGBWE(BAGBE)_KEMOH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0,South ,1.0,BO,3.0,BAGBWE(BAGBE),3.0,SAMAWA,1.0,BALIE,BAGBWE(BAGBE),BALIE,BAGBWE(BAGBE)_SAMAWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0,South ,1.0,BO,3.0,BAGBWE(BAGBE),4.0,SAMAWA,1.0,MENDEWA,BAGBWE(BAGBE),MENDEWA,BAGBWE(BAGBE)_SAMAWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,1.0,BALANDUGU,1.0,KAMASEKIE JUNCTION,BIRIWA,KAMASEKIE JUNCTION,BIRIWA_BALANDUGU,KAMASEKIE JUNCTION,Kamasiki,Kamasiki,-11.9105,9.32226,11,KAMASEKIE JUNCTION,Kamareki,-11.8579524,9.2201881,11
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,2.0,BUMBAN,1.0,BUMBAN,BIRIWA,BUMBAN,BIRIWA_BUMBAN,BUMBAN,Bumban,Bumban,-11.85955,9.21407,0,BUMBAN,Bumban,-11.9080846,9.1231496,0
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,4.0,KAKENDAMA,1.0,KAGBANEH,BIRIWA,KAGBANEH,BIRIWA_KAKENDAMA,KAGBANEH,Kagbane,Kagbane,-11.94908,9.29668,1,KAGBANEH,Kagbane,-11.9503789,9.2944641,1
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,5.0,KAMAKOR,1.0,ENTER BY MILE 14 FROM KABALA HIGHWAY,BIRIWA,ENTER BY MILE 14 FROM KABALA HIGHWAY,BIRIWA_KAMAKOR,ENTER BY MILE 14 FROM KABALA HIGHWAY,Northern Province,"Northern,Northern Province,Province du Nord",-12.0,9.13333,29,ENTER BY MILE 14 FROM KABALA HIGHWAY,Makaimaia,-11.8570615,9.2656763,30
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,3.0,KARASSA,1.0,KARASS ENTER BY KANIKAY JUNCTION,BIRIWA,KARASS ENTER BY KANIKAY JUNCTION,BIRIWA_KARASSA,KARASS ENTER BY KANIKAY JUNCTION,Karakana,Karakana,-11.91601,9.3789,24,KARASS ENTER BY KANIKAY JUNCTION,Kagbankuna,-11.9102856,9.4222099,24
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,6.0,KARINA,1.0,ENTER BY KARINA JUNTION LEFT,BIRIWA,ENTER BY JUNTION LEFT,BIRIWA_KARINA,ENTER BY JUNTION LEFT,Gbengbe Hills,"Gbenabe Hills,Gbengbe Hills,Gbenge Hills",-11.85,9.13333,16,ENTER BY JUNTION LEFT,Bunbande,-12.0062291,9.0863742,16
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,6.0,KARINA,2.0,ENTER BY MANJORO JUNCTION LEFT,BIRIWA,ENTER BY MANJORO JUNCTION LEFT,BIRIWA_KARINA,ENTER BY MANJORO JUNCTION LEFT,Northern Province,"Northern,Northern Province,Province du Nord",-12.0,9.13333,22,ENTER BY MANJORO JUNCTION LEFT,Mankorokoro,-11.9832647,9.1985184,23
2.0,North ,1.0,BOMBALI,1.0,BIRIWA,7.0,KAYONKORO,1.0,KARONKO JUNCTION,BIRIWA,KARONKO JUNCTION,BIRIWA_KAYONKORO,KARONKO JUNCTION,Matonkombo,Matonkombo,-11.87845,9.31605,10,KARONKO JUNCTION,Kagbankuna,-11.9102856,9.4222099,11
3.0,South ,1.0,BO,5.0,BO TOWN,1.0,TENGBEWABU,6.0,TENGBEWABU BO TOWN,KAKUA,BO,BO TOWN_TENGBEWABU,BO,Bo,"Bo,KBS,bo,bo cheng,bw,bw  syralywn,Μπο,Бо,בו,بو، سیرالیون,ボー,博城,보",-11.73833,7.96472,0,BO,Bo,-11.7366499,7.9620654,0
3.0,South ,1.0,BO,4.0,BOAMA,1.0,BAMBAWO,1.0,GOLU,BOAMA,GOLU,BOAMA_BAMBAWO,GOLU,Golu,Golu,-11.54414,7.90582,0,GOLU,Falu,-11.5872595,7.9345399,2
3.0,South ,1.0,BO,4.0,BOAMA,2.0,BAMBAWO,1.0,JORMU,BOAMA,JORMU,BOAMA_BAMBAWO,JORMU,Golu,Golu,-11.54414,7.90582,3,JORMU,Boabu,-11.368439,8.0623595,3
3.0,South ,1.0,BO,4.0,BOAMA,3.0,KIMAYA,1.0,KPUMBU,BOAMA,KPUMBU,BOAMA_KIMAYA,KPUMBU,Kpumbu,"Kpumbu,Pombu",-11.48774,7.97431,0,KPUMBU,Kpumbu,-11.4880298,7.9741139,0
3.0,South ,1.0,BO,4.0,BOAMA,4.0,LOWER PATALOO,4.0,PATALOO,BOAMA,PATALOO,BOAMA_LOWER PATALOO,PATALOO,Patama,Patama,-11.54419,7.83221,3,PATALOO,Matama,-11.397215,8.0417862,4
3.0,South ,1.0,BO,4.0,BOAMA,4.0,LOWER PATALOO,5.0,PATALOO MBUNDORBU,BOAMA,PATALOO MBUNDORBU,BOAMA_LOWER PATALOO,PATALOO MBUNDORBU,Mbundobu,"Bundobu,Mbundobu",-11.51072,7.92261,9,PATALOO MBUNDORBU,Bundobu,-11.5113273,7.9231696,10
3.0,South ,1.0,BO,4.0,BOAMA,5.0,MAWOJEH,1.0,KIGBAI,BOAMA,KIGBAI,BOAMA_MAWOJEH,KIGBAI,Kigbai,Kigbai,-11.50434,7.86981,0,KIGBAI,Kigbai,-11.5046658,7.8702563,0
3.0,South ,1.0,BO,4.0,BOAMA,5.0,MAWOJEH,1.0,BONYA PELEWAHUN,BOAMA,BONYA PELEWAHUN,BOAMA_MAWOJEH,BONYA PELEWAHUN,Lalewahun,Lalewahun,-11.58163,7.82499,7,BONYA PELEWAHUN,Njaluahun,-11.4501738,7.9375876,8
3.0,South ,1.0,BO,4.0,BOAMA,6.0,SONNAH,1.0,TUNGEBU,BOAMA,TUNGEBU,BOAMA_SONNAH,TUNGEBU,Tungbebu,"Tongwebu,Tungbebu,Tungebu,Tungwebu",-11.53247,7.87698,1,TUNGEBU,Tongwebu,-11.534672,7.8776805,2
3.0,South ,1.0,BO,4.0,BOAMA,7.0,UPPER PATALOO,4.0,PATALOO YAKAJI,BOAMA,PATALOO YAKAJI,BOAMA_UPPER PATALOO,PATALOO YAKAJI,Yakaji,Yakaji,-11.42769,8.005,8,PATALOO YAKAJI,Yakaji,-11.4280498,8.0052319,8
2.0,North ,1.0,BOMBALI,2.0,BOMBALI SEBORA,1.0,KAGBARAN DOKOM   B,2.0,KAGBARAN DOKOM PATE BANA,BOMBALI SEBORA,KAGBARAN DOKOM PATE BANA,BOMBALI SEBORA_KAGBARAN DOKOM   B,KAGBARAN DOKOM PATE BANA,Waribana,Waribana,-12.14314,8.76599,18,KAGBARAN DOKOM PATE BANA,Makump Bana,-12.0400921,8.8077134,15
2.0,North ,1.0,BOMBALI,2.0,BOMBALI SEBORA,2.0,KAGBARAN DOKOM   B,1.0,KAGBARAN DOKOM B MABOLLEH,BOMBALI SEBORA,KAGBARAN DOKOM B MABOLLEH,BOMBALI SEBORA_KAGBARAN DOKOM   B,KAGBARAN DOKOM B MABOLLEH,Makrombom,Makrombom,-11.9777,8.89002,19,KAGBARAN DOKOM B MABOLLEH,Mabole,-12.0575751,8.8242517,19
2.0,North ,1.0,BOMBALI,2.0,BOMBALI SEBORA,3.0,MATOTOKA,3.0,MATOTOKA MASSORY,BOMBALI SEBORA,MASSORY,BOMBALI SEBORA_MATOTOKA,MASSORY,Masori,Masori,-12.09864,8.70909,2,MASSORY,Maserry,-12.0291363,8.7608764,2
2.0,North ,1.0,BOMBALI,2.0,BOMBALI SEBORA,4.0,SEBORA,4.0,SEBORA MAFORAY,BOMBALI SEBORA,MAFORAY,BOMBALI SEBORA_SEBORA,MAFORAY,Masori,Masori,-12.09864,8.70909,3,MAFORAY,Maserry,-12.0291363,8.7608764,3
3.0,South ,1.0,BO,6.0,BUMPE NGAO,1.0,SAHN,1.0,SAHN SAHN,BUMPEH,SAHN,BUMPE NGAO_SAHN,SAHN,Sami,Sami,-11.87668,7.82133,2,SAHN,Sami,-11.876489,7.8216463,2
3.0,South ,1.0,BO,6.0,BUMPE NGAO,2.0,SEWAMA,2.0,SEWAMA KANIYA,BUMPEH,KANIYA,BUMPE NGAO_SEWAMA,KANIYA,Kanga,Kanga,-12.05127,7.95104,2,KANIYA,Waima,-11.9649286,7.9312588,3
3.0,South ,1.0,BO,6.0,BUMPE NGAO,2.0,SEWAMA,3.0,SEWAMA MOKOBA,BUMPEH,MOKOBA,BUMPE NGAO_SEWAMA,MOKOBA,Makoba,Makoba,-11.94631,7.75612,1,MOKOBA,Mokota,-12.1428293,7.8999135,1
3.0,South ,1.0,BO,6.0,BUMPE NGAO,2.0,SEWAMA,4.0,SEWAMA MOKPENDE,BUMPEH,MOKPENDE,BUMPE NGAO_SEWAMA,MOKPENDE,Mopende,"Mopende,Mopendi",-11.95112,7.71155,1,MOKPENDE,Mokpende,-11.9511428,7.7114276,0
3.0,South ,1.0,BO,6.0,BUMPE NGAO,3.0,TANINAHUN,5.0,TANINAHUN TANINAHUN,BUMPEH,TANINAHUN,BUMPE NGAO_TANINAHUN,TANINAHUN,Taninahun,Taninahun,-12.0857,7.88993,0,TANINAHUN,Taninahun,-12.0862546,7.8911617,0
3.0,South ,1.0,BO,6.0,BUMPE NGAO,4.0,WALIHUN,6.0,WALIHUN WALIHUN,BUMPEH,WALIHUN,BUMPE NGAO_WALIHUN,WALIHUN,Walihun,Walihun,-12.08603,7.76526,0,WALIHUN,Walihun,-12.0885213,7.7671045,0
3.0,South ,1.0,BO,6.0,BUMPE NGAO,5.0,YENGEMA,7.0,YENGEMA YENGEMA,BUMPEH,YENGEMA,BUMPE NGAO_YENGEMA,YENGEMA,Yengema,Yengema,-12.01408,7.82477,0,YENGEMA,Yengema,-12.0140828,7.8252287,0
1.0,East,2.0,KENEMA,1.0,DAMA,1.0,DAKOWA,1.0,GIEMA,DAMA,GIEMA,DAMA_DAKOWA,GIEMA,Giema,Giema,-11.14236,7.77522,0,GIEMA,Giema,-11.1423482,7.7751225,0
1.0,East,2.0,KENEMA,1.0,DAMA,1.0,DAKOWA,2.0,PATAMA,DAMA,PATAMA,DAMA_DAKOWA,PATAMA,Petema,Petema,-11.07836,7.75764,2,PATAMA,Petema,-11.0783393,7.7577414,2
1.0,East,2.0,KENEMA,1.0,DAMA,2.0,DANYADEJO,1.0,DIAMEI,DAMA,DIAMEI,DAMA_DANYADEJO,DIAMEI,Diame,Diame,-11.14296,7.72689,1,DIAMEI,Diame,-11.1430378,7.7266172,1
1.0,East,2.0,KENEMA,1.0,DAMA,3.0,DASSAMA,1.0,KORNIA,DAMA,KORNIA,DAMA_DASSAMA,KORNIA,Konia,Konia,-11.07188,7.86592,1,KORNIA,Konia,-11.0713641,7.8661294,1
1.0,East,2.0,KENEMA,1.0,DAMA,3.0,DASSAMA,2.0,MAJIHUN,DAMA,MAJIHUN,DAMA_DASSAMA,MAJIHUN,Majihun,Majihun,-11.11812,7.84833,0,MAJIHUN,Majihun,-11.117789,7.8481916,0
1.0,East,2.0,KENEMA,1.0,DAMA,4.0,FOWAI,1.0,GAO,DAMA,GAO,DAMA_FOWAI,GAO,Gama,"Gaama,Gama",-11.21945,7.73318,2,GAO,Gama,-11.2194446,7.7336102,2
1.0,East,2.0,KENEMA,1.0,DAMA,5.0,KLAJIE,1.0,LELEIMA,DAMA,LELEIMA,DAMA_KLAJIE,LELEIMA,Lilema,Lilema,-11.06172,7.80186,2,LELEIMA,Lilema,-11.0614981,7.8024685,2
1.0,East,2.0,KENEMA,1.0,DAMA,6.0,LOWER DABOR,1.0,DABOR LOPPA,DAMA,DABOR LOPPA,DAMA_LOWER DABOR,DABOR LOPPA,Lopa,Lopa,-11.24275,7.67596,7,DABOR LOPPA,Lopa,-11.2429432,7.6758106,7
1.0,East,2.0,KENEMA,1.0,DAMA,7.0,UPPER DABOR,1.0,DABOR TAWAHUN,DAMA,DABOR TAWAHUN,DAMA_UPPER DABOR,DABOR TAWAHUN,Tawahun,Tawahun,-11.02836,7.86469,6,DABOR TAWAHUN,Tawahun,-11.0284201,7.8645679,6
1.0,East,2.0,KENEMA,1.0,DAMA,7.0,UPPER DABOR,2.0,DABOR TORKPOMBU,DAMA,DABOR TORKPOMBU,DAMA_UPPER DABOR,DABOR TORKPOMBU,Tokpombu,Tokpombu,-11.01216,7.82226,7,DABOR TORKPOMBU,Tokpombu,-11.0114559,7.821784,7
1.0,East,2.0,KENEMA,2.0,DODO,1.0,KORGAY,1.0,GUALA,DODO,GUALA,DODO_KORGAY,GUALA,Gurala,Gurala,-11.1467,8.11541,1,GUALA,Gurala,-11.1467145,8.1154491,1
1.0,East,2.0,KENEMA,2.0,DODO,2.0,SEIWOH,1.0,MBOWOHUN,DODO,MBOWOHUN,DODO_SEIWOH,MBOWOHUN,Motehun,NA,-11.15,8.3,3,MBOWOHUN,Motehun,-11.1572935,8.2940757,3
1.0,East,2.0,KENEMA,3.0,GAURA,1.0,GIEBU,1.0,SECTION VENIMA,GAURA,VENIMA,GAURA_GIEBU,VENIMA,Vanima,Vanima,-11.11591,7.68551,1,VENIMA,Vanima,-11.1158755,7.6856863,1
1.0,East,2.0,KENEMA,3.0,GAURA,2.0,KOKORU,1.0,KOKORU,GAURA,KOKORU,GAURA_KOKORU,KOKORU,Kokoru,Kokoru,-11.11768,7.63171,0,KOKORU,Kokoru,-11.117782,7.6316923,0
1.0,East,2.0,KENEMA,3.0,GAURA,2.0,KOKORU,2.0,PERRIE,GAURA,PERRIE,GAURA_KOKORU,PERRIE,Peri,Peri,-11.07844,7.66043,2,PERRIE,Peri,-11.0787503,7.6608938,2
1.0,East,2.0,KENEMA,3.0,GAURA,3.0,MENDEKELEMA,1.0,SECTION MENDEKELEMA,GAURA,MENDEKELEMA,GAURA_MENDEKELEMA,MENDEKELEMA,Mendekelema,Mendekelema,-10.97677,7.76342,0,MENDEKELEMA,Mendekelema,-10.977305,7.763239,0
1.0,East,2.0,KENEMA,3.0,GAURA,4.0,SANDARU,1.0,SECTION SANDARU,GAURA,SANDARU,GAURA_SANDARU,SANDARU,Semabu,Semabu,-11.01692,7.77641,4,SANDARU,Sandaru,-11.0415786,7.7694129,0
1.0,East,2.0,KENEMA,3.0,GAURA,5.0,SEMBEHUN,1.0,BOLEY SEMBEHUN,GAURA,BOLEY SEMBEHUN,GAURA_SEMBEHUN,BOLEY SEMBEHUN,Sembehun,Sembehun,-10.96025,7.72833,6,BOLEY SEMBEHUN,Sembehun,-10.9602279,7.7290972,6
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,1.0,GBENKFAY,1.0,GBAINKFAY GBAINKFAY,GBANTI KAMARANKA,GBAINKFAY GBAINKFAY,GBANTI KAMARANK_GBENKFAY,GBAINKFAY GBAINKFAY,Gbanti Kamaranka,NA,-12.27778,9.2847,11,GBAINKFAY GBAINKFAY,Kamaranka,-12.20747,9.2954367,13
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,2.0,GBONKOBANA,2.0,GBONKOBANA GBONKOBANA,GBANTI KAMARANKA,GBONKOBANA,GBANTI KAMARANK_GBONKOBANA,GBONKOBANA,Gbonkofol,Gbonkofol,-12.29951,9.3053,4,GBONKOBANA,Bongka,-12.2336757,9.2699524,6
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,3.0,KAMBIA,3.0,KAMBIA KAMBIA MAKULON,GBANTI KAMARANKA,MAKULON,GBANTI KAMARANK_KAMBIA,MAKULON,Makulon,Makulon,-12.27343,9.3295,0,MAKULON,Makulon,-12.2732656,9.3294946,0
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,4.0,ROGBERAY,4.0,ROGBERAY BORONGOH MAKARANKAY,GBANTI KAMARANKA,BORONGOH MAKARANKAY,GBANTI KAMARANK_ROGBERAY,BORONGOH MAKARANKAY,Gbanti Kamaranka,NA,-12.27778,9.2847,10,BORONGOH MAKARANKAY,Kamaranka,-12.20747,9.2954367,12
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,5.0,ROYEAMA A,5.0,ROYEAMA A ROYEAMA,GBANTI KAMARANKA,ROYEAMA,GBANTI KAMARANK_ROYEAMA A,ROYEAMA,Yema,Yema,-12.16172,9.24916,3,ROYEAMA,Yema,-12.161161,9.2490698,3
2.0,North ,1.0,BOMBALI,3.0,GBANTI KAMARANK,6.0,SAKUMA A,6.0,SAKUMA A MAKAIBA,GBANTI KAMARANKA,MAKAIBA,GBANTI KAMARANK_SAKUMA A,MAKAIBA,Makabai,Makabai,-12.2086,9.25931,2,MAKAIBA,Madina,-12.2244724,9.257187,3
2.0,North ,1.0,BOMBALI,4.0,GBENDEMBU NGOWA,1.0,GARANGANWA,1.0,GARANGANA MAHARIE,GBENDEMBU NGOWA,GARANGANA MAHARIE,GBENDEMBU NGOWA_GARANGANWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,1.0,BOMBALI,4.0,GBENDEMBU NGOWA,2.0,LOHINDIE,2.0,LOHINDIE KORTUHUN,GBENDEMBU NGOWA,KORTUHUN,GBENDEMBU NGOWA_LOHINDIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,1.0,BOMBALI,4.0,GBENDEMBU NGOWA,3.0,LOKO-MADINA,3.0,MADINA LOKO MADINA LOKO,GBENDEMBU NGOWA,MADINA LOKO MADINA LOKO,GBENDEMBU NGOWA_LOKO-MADINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,1.0,BOMBALI,4.0,GBENDEMBU NGOWA,4.0,MAMAKA,4.0,MAMAKA MAMAKA,GBENDEMBU NGOWA,MAMAKA,GBENDEMBU NGOWA_MAMAKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,1.0,LOWER MASSAKONG,3.0,MASSAKONG MASUMANA,GBONKOLENKEN,MASSAKONG MASUMANA,GBONKOLENKEN_LOWER MASSAKONG,MASSAKONG MASUMANA,Masumana,Masumana,-11.98922,8.47574,10,MASSAKONG MASUMANA,Makomp Masco,-11.8935015,8.4206796,10
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,2.0,LOWER POLIE,6.0,POLIE MARAKA,GBONKOLENKEN,POLIE MARAKA,GBONKOLENKEN_LOWER POLIE,POLIE MARAKA,Maraka,Maraka,-11.98797,8.54011,6,POLIE MARAKA,Roline kagbla,-11.878401,8.4287187,6
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,3.0,MAYEPPOH,1.0,MAKONKURI,GBONKOLENKEN,MAKONKURI,GBONKOLENKEN_MAYEPPOH,MAKONKURI,Maprakuri,Maprakuri,-11.93445,8.49787,3,MAKONKURI,Makokma,-11.9109782,8.3995837,4
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,4.0,PATIFU,2.0,PATIFU MAYEPPOH,GBONKOLENKEN,MAYEPPOH,GBONKOLENKEN_PATIFU,MAYEPPOH,Mayopo,Mayopo,-11.84326,8.4984,3,MAYEPPOH,Mayopoh,-11.8437891,8.4991306,2
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,5.0,UPPER MASSAKONG,3.0,MASSAKONG WARRIMA,GBONKOLENKEN,MASSAKONG WARRIMA,GBONKOLENKEN_UPPER MASSAKONG,MASSAKONG WARRIMA,Masakon,Masakon,-11.89512,8.42808,10,MASSAKONG WARRIMA,Masakong,-11.8974879,8.4294608,9
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,6.0,UPPER POLIE,5.0,POLIE MATHAMP,GBONKOLENKEN,POLIE MATHAMP,GBONKOLENKEN_UPPER POLIE,POLIE MATHAMP,Matamp,"Matamp,Metamp",-11.94681,8.54571,7,POLIE MATHAMP,Matamp,-11.9470783,8.54656,7
2.0,North ,5.0,TONKOLILI,1.0,GBONKOLENKEN,7.0,YIBEN,1.0,YIBEN,GBONKOLENKEN,YIBEN,GBONKOLENKEN_YIBEN,YIBEN,Yiben,Yiben,-11.99448,8.39806,0,YIBEN,Yiben,-11.9944801,8.3970736,0
3.0,South ,1.0,BO,7.0,GBO,1.0,MARYU,1.0,SEMBEHUN MAMAGEWOR,GBO,SEMBEHUN MAMAGEWOR,GBO_MARYU,SEMBEHUN MAMAGEWOR,Sumbuya,Sumbuya,-11.79217,8.04818,13,SEMBEHUN MAMAGEWOR,Sumbuya,-11.7922683,8.0482001,13
1.0,East,2.0,KENEMA,4.0,GORAMA MENDE,1.0,FAMANJO,1.0,FAMANJO BAMBA KAIMA,GORAMA MENDE,BAMBA KAIMA,GORAMA MENDE_FAMANJO,BAMBA KAIMA,Bambakalema,"Bambakalema,Bambarakalima",-11.32396,8.47343,3,BAMBA KAIMA,Bambakalema,-11.3236412,8.4732077,3
1.0,East,2.0,KENEMA,4.0,GORAMA MENDE,1.0,FAMANJO,2.0,FAMANJO PUNDURU,GORAMA MENDE,PUNDURU,GORAMA MENDE_FAMANJO,PUNDURU,Punduru,Punduru,-11.2874,8.48673,0,PUNDURU,Punduru,-11.2869891,8.4867519,0
1.0,East,2.0,KENEMA,4.0,GORAMA MENDE,2.0,KAKLAWA,3.0,KAKLAWA KONTA,GORAMA MENDE,KONTA,GORAMA MENDE_KAKLAWA,KONTA,Konta,Konta,-11.33392,8.38259,0,KONTA,Konta,-11.3337514,8.3828554,0
1.0,East,2.0,KENEMA,4.0,GORAMA MENDE,3.0,KUALLEY,4.0,KUALLAY NGIEGBOIYA,GORAMA MENDE,KUALLAY NGIEGBOIYA,GORAMA MENDE_KUALLEY,KUALLAY NGIEGBOIYA,Kegbolia,Kegbolia,-11.52011,8.50998,12,KUALLAY NGIEGBOIYA,Kegbolia,-11.5198665,8.5099919,12
